eps,dataset,expertType,model,f1,precision,recall,llmName
0.9,Criminal,human,Bayesian Network,0.8944597392775149,0.8640122527077734,0.9271315267680106,None
0.1,Criminal,llm,Bayesian Network,0.8943350954835075,0.8624420162983603,0.9286775631500743,QWQ
0.2,Criminal,llm,Bayesian Network,0.9018756011771281,0.8720365942980335,0.9338289962825279,QWQ
0.3,Criminal,llm,Bayesian Network,0.9022626746166389,0.8725300344471609,0.9340931615460852,QWQ
0.4,Criminal,llm,Bayesian Network,0.8849973703579265,0.8518594285840919,0.920817843866171,QWQ
0.5,Criminal,llm,Bayesian Network,0.8904315281896653,0.8593421552269106,0.9238548483045806,QWQ
0.6,Criminal,llm,Bayesian Network,0.8946199744908396,0.8628038737871382,0.9288723667905824,QWQ
0.7,Criminal,llm,Bayesian Network,0.8878177715098828,0.8547747876701912,0.9235181644359465,QWQ
0.8,Criminal,llm,Bayesian Network,0.8943369205941792,0.8629727327742717,0.9280669144981413,QWQ
0.9,Criminal,llm,Bayesian Network,0.8953294409524617,0.8686552125091197,0.9272967614011897,QWQ
0.1,Victim,human,Bayesian Network,0.7551873116934795,0.6916128696376509,0.8316326530612245,None
0.2,Victim,human,Bayesian Network,0.787060587353382,0.7296917210117674,0.8542199488491049,None
0.3,Victim,human,Bayesian Network,0.8008262293090094,0.7642012249287017,0.8617747440273038,None
0.4,Victim,human,Bayesian Network,0.7756953435113145,0.7271026642835905,0.8437900128040973,None
0.5,Victim,human,Bayesian Network,0.8220214533682048,0.7966435477091215,0.8780737704918032,None
0.6,Victim,human,Bayesian Network,0.8094000063257109,0.7924916245155357,0.8693424423569599,None
0.7,Victim,human,Bayesian Network,0.8198681655659518,0.7702793652293015,0.876281112737921,None
0.8,Victim,human,Bayesian Network,0.8082460225281106,0.7885580413607319,0.8686739269698911,None
0.9,Victim,human,Bayesian Network,0.8027483432300788,0.7537109210032399,0.8621867881548975,None
0.1,Victim,llm,Bayesian Network,0.8152113304338129,0.7689880075741636,0.8673469387755102,QWQ
0.2,Victim,llm,Bayesian Network,0.8331267289524504,0.8189061577808381,0.8849104859335039,QWQ
0.3,Victim,llm,Bayesian Network,0.8002225305979572,0.7455998322636256,0.863481228668942,QWQ
0.4,Victim,llm,Bayesian Network,0.7934647851977918,0.7795085196493647,0.8578745198463509,QWQ
0.5,Victim,llm,Bayesian Network,0.7937245124013275,0.7387179368499008,0.8575819672131147,QWQ
0.6,Victim,llm,Bayesian Network,0.8218733504237328,0.7799776953702297,0.8770281810418445,QWQ
0.7,Victim,llm,Bayesian Network,0.7933432154451951,0.7454593677292202,0.8550512445095169,QWQ
0.8,Victim,llm,Bayesian Network,0.8057404191376294,0.7639783314789215,0.866111467008328,QWQ
0.9,Victim,llm,Bayesian Network,0.8056761514662081,0.7605327012192261,0.8644646924829157,QWQ
0.1,Criminal,human,Bayesian Network,0.8856535248983193,0.8514380841147289,0.9227340267459139,None
0.2,Criminal,human,Bayesian Network,0.8975205878100696,0.8664910656292755,0.9308550185873606,None
0.4,Criminal,human,Bayesian Network,0.8915404736818323,0.8588948466715497,0.9267657992565056,None
0.6,Criminal,human,Bayesian Network,0.8975205878100696,0.8664910656292755,0.9308550185873606,None
0.7,Criminal,human,Bayesian Network,0.8951631836948475,0.8642199764303479,0.9284045039303166,None
0.8,Criminal,human,Bayesian Network,0.8977795397637068,0.8674581801680402,0.9302973977695167,None
0.9,Criminal,human,Bayesian Network,0.893251396911561,0.8624751354310897,0.926305353602115,None
0.1,Criminal,llm,Bayesian Network,0.9117571432797308,0.8846618344155486,0.9405646359583952,QWQ_plus
0.2,Criminal,llm,Bayesian Network,0.8812332447398202,0.8458528765495226,0.9197026022304833,QWQ_plus
0.3,Criminal,llm,Bayesian Network,0.9080761005717147,0.8799518407670902,0.9380574826560951,QWQ_plus
0.4,Criminal,llm,Bayesian Network,0.8926270733779524,0.8602734898633241,0.9275092936802974,QWQ_plus
0.5,Criminal,llm,Bayesian Network,0.8951120273144023,0.8634290019573488,0.9292088042831648,QWQ_plus
0.6,Criminal,llm,Bayesian Network,0.8919507378749335,0.8599768153686256,0.9263940520446097,QWQ_plus
0.7,Criminal,llm,Bayesian Network,0.8958001066621609,0.8643034171247512,0.9296792011897175,QWQ_plus
0.8,Criminal,llm,Bayesian Network,0.9002418966758692,0.8699549481074059,0.9327137546468401,QWQ_plus
0.9,Criminal,llm,Bayesian Network,0.8947799694391855,0.8688383815290746,0.9274619960343689,QWQ_plus
0.1,Victim,human,Bayesian Network,0.8423180592991916,0.7971938775510204,0.8928571428571429,None
0.2,Victim,human,Bayesian Network,0.8382378897314059,0.7921455249507787,0.8900255754475703,None
0.3,Victim,human,Bayesian Network,0.8286265679502736,0.8142294565502756,0.8822525597269625,None
0.4,Victim,human,Bayesian Network,0.8121082650034137,0.772423902298264,0.8693982074263764,None
0.5,Victim,human,Bayesian Network,0.8082974923704324,0.7732478877032349,0.867827868852459,None
0.6,Victim,human,Bayesian Network,0.794579746973759,0.749489378185884,0.8556789069171649,None
0.7,Victim,human,Bayesian Network,0.8149928166715013,0.7639438160668028,0.8733528550512445,None
0.8,Victim,human,Bayesian Network,0.8140818659326226,0.8108961159746247,0.8340807174887892,None
0.9,Victim,human,Bayesian Network,0.7984160534927667,0.7649299436970817,0.841116173120729,None
0.1,Victim,llm,Bayesian Network,0.8276367457552126,0.779076426488963,0.8826530612244898,QWQ_plus
0.2,Victim,llm,Bayesian Network,0.789122475618427,0.7502065709226834,0.8542199488491049,QWQ_plus
