案发年份_code,案发月份_code,案发日期_code,案发日期敏感度_code,工作大类_code,工作小类_code,相关人性别_code,相关人年龄_code,相关人收入_code,相关人学历_code,相关人通信方式_code,金额损失_code,相关人恢复时间_code,是否报警_code,案发城市经济水平_code,相关人身份_code
2024,2,1,9,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,3,1,20,2,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2023,12,1,24,24,9,2.0,0.0,2.0,9,1,2,0,1,11,1
2024,2,1,9,24,9,1.0,0.0,1.0,1,1,3,0,1,11,1
2023,12,1,24,24,9,2.0,0.0,2.0,9,1,4,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,4,1,3,0,1,11,1
2023,12,1,24,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2023,12,1,24,17,10,1.0,0.0,2.0,5,1,0,0,1,11,1
2023,12,1,24,8,9,2.0,0.0,2.0,3,1,0,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2024,2,1,9,24,9,1.0,0.0,2.0,9,1,4,0,1,11,1
2023,11,1,31,24,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2024,1,1,0,17,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,4,1,2,0,1,11,1
2024,3,1,20,8,9,1.0,0.0,2.0,2,1,2,0,1,11,1
2023,5,1,0,24,9,2.0,0.0,2.0,5,1,4,0,1,11,1
2023,12,27,2,24,9,1.0,0.0,2.0,5,1,4,0,1,11,1
2024,1,1,0,17,9,1.0,0.0,2.0,5,1,1,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,17,9,1.0,0.0,2.0,3,1,4,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2023,12,1,24,24,9,1.0,0.0,2.0,3,4,1,0,1,54,1
2024,2,1,9,8,9,1.0,0.0,2.0,2,1,0,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2023,1,1,0,24,9,2.0,0.0,2.0,5,4,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,3,1,20,2,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,1.0,4,6,4,1,1,11,1
2024,4,1,3,8,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,2,1,9,2,0,1.0,0.0,2.0,5,6,4,0,1,153,1
2016,8,1,45,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,4,5,3,0,1,11,1
2024,1,1,0,11,9,1.0,0.0,2.0,5,1,0,0,1,11,1
2023,12,1,24,24,9,1.0,0.0,2.0,3,4,1,0,1,36,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,2,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,4,0,1,11,1
2024,1,1,0,2,6,1.0,0.0,2.0,5,1,4,0,1,11,1
2024,1,1,0,2,5,2.0,0.0,2.0,6,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,1,1,0,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,9,1,4,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,1.0,1,1,3,0,1,11,1
2024,2,1,9,24,9,2.0,0.0,2.0,4,1,4,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,1.0,1,0,0,1,1,11,1
2023,12,1,24,17,10,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,2,0,1,11,1
2023,10,1,0,8,9,2.0,0.0,2.0,9,1,0,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,5,1,0,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,5,1,0,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,1,1,0,0,1,11,1
2024,4,1,3,8,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,4,1,0,0,1,11,1
2024,1,1,0,2,6,1.0,0.0,2.0,2,1,3,0,1,11,1
2023,12,1,24,17,10,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,4,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,9,1,4,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,2,1,0,0,1,11,1
2024,4,1,3,8,9,2.0,0.0,2.0,4,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,6,1,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,17,9,1.0,0.0,2.0,3,1,3,0,1,11,1
2023,12,1,24,17,9,2.0,0.0,2.0,5,1,4,0,1,11,1
2024,4,1,3,8,9,1.0,0.0,2.0,7,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,1.0,2,1,2,0,1,5,1
2024,1,1,0,8,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,3,1,3,0,1,11,1
2023,4,9,5,8,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2023,12,1,24,24,9,1.0,0.0,2.0,2,0,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,6,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,6,0,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,4,0,1,11,1
2024,4,1,3,17,9,2.0,0.0,3.0,8,1,4,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,4,6,2,0,1,11,1
2023,11,1,31,8,9,2.0,0.0,2.0,4,3,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,1.0,1,1,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,6,1,3,0,1,11,1
2024,3,1,20,17,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,2,1,3,0,1,2,1
2024,3,1,20,8,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2024,4,1,3,24,9,1.0,0.0,2.0,2,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2023,6,1,21,24,9,2.0,0.0,2.0,2,1,4,0,1,11,1
2024,4,1,3,24,9,2.0,0.0,2.0,9,1,4,0,1,11,1
2023,12,1,24,8,9,1.0,0.0,2.0,3,6,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,6,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,6,2,0,1,11,1
2023,12,1,24,17,10,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,3,1,20,24,9,1.0,0.0,1.0,1,1,4,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,2,1,2,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,5,3,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,5,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2023,1,7,6,12,9,1.0,0.0,2.0,2,1,2,0,1,11,1
2024,3,1,20,24,9,1.0,0.0,2.0,9,1,3,0,1,5,1
2024,4,1,3,17,9,1.0,0.0,2.0,4,1,3,0,1,11,1
2024,3,1,20,24,9,1.0,0.0,2.0,3,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,4,2,3,0,1,11,1
2023,12,1,24,2,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2024,3,1,20,2,0,1.0,0.0,2.0,9,1,2,0,1,5,1
2024,1,1,0,24,9,2.0,0.0,1.0,1,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,2,5,4,0,1,11,1
2024,4,1,3,8,9,2.0,0.0,2.0,4,1,0,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,3,1,2,0,1,11,1
2024,4,1,3,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2023,12,1,24,8,9,1.0,0.0,2.0,3,6,2,0,1,11,1
2024,2,1,9,24,9,1.0,0.0,2.0,9,1,4,0,1,11,1
2023,12,1,24,24,9,1.0,0.0,2.0,3,1,2,0,1,134,1
2024,1,1,0,8,9,2.0,0.0,1.0,1,1,0,0,1,11,1
2024,1,1,0,17,9,1.0,0.0,2.0,3,0,4,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,9,1,2,0,1,11,1
2024,1,1,0,17,9,1.0,0.0,2.0,5,1,1,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,4,1,3,0,1,11,1
2024,4,1,3,24,9,2.0,0.0,2.0,9,1,0,0,1,11,1
2024,1,1,0,17,9,2.0,0.0,2.0,5,5,3,0,1,11,1
2024,2,1,9,24,9,1.0,0.0,2.0,2,5,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,2,1,2,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,5,1,0,0,1,11,1
2024,2,1,9,24,9,2.0,0.0,2.0,9,6,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,3,0,1,5,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,2,0,1,11,1
2024,1,1,0,2,9,1.0,0.0,2.0,9,6,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,4,5,3,0,1,11,1
2024,1,1,0,2,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,4,0,1,11,1
2024,1,1,0,17,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,1,3,0,1,11,1
2024,3,1,20,17,9,1.0,0.0,2.0,5,5,2,0,1,11,1
2023,1,1,0,8,9,2.0,0.0,2.0,3,1,2,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,2,1,9,14,6,1.0,0.0,2.0,7,1,3,0,1,11,1
2024,2,1,9,8,9,2.0,0.0,2.0,9,1,4,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,5,1,0,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,4,6,0,0,1,11,1
2024,3,1,20,8,9,1.0,0.0,2.0,2,5,2,0,1,11,1
2023,1,1,0,24,9,1.0,0.0,2.0,9,5,4,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,9,1,2,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,4,1,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,0,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,2,1,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,17,9,2.0,0.0,2.0,7,6,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,3,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,1.0,5,1,3,1,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2023,12,1,24,17,9,2.0,0.0,2.0,9,0,0,0,1,11,1
2024,4,1,3,8,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,2,9,2.0,0.0,2.0,6,1,4,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,0,0,1,11,1
2023,12,1,24,17,9,2.0,0.0,2.0,9,1,0,0,1,11,1
2024,2,1,9,17,9,1.0,0.0,2.0,5,6,4,0,1,153,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,6,0,0,1,11,1
2023,7,1,9,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,3,1,20,17,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,1,2,1,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,2,1,2,0,1,11,1
2024,4,1,3,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,3,1,3,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2023,12,1,24,2,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,3,0,1,5,1
2024,2,1,9,8,9,1.0,0.0,2.0,2,1,0,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,2,4,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,2,4,0,1,11,1
2024,1,1,0,17,9,2.0,0.0,2.0,4,1,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,1.0,5,1,2,1,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,4,0,1,11,1
2024,1,1,0,23,10,1.0,0.0,2.0,5,1,3,0,1,11,1
2023,12,1,24,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,4,1,3,8,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,1,3,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,5,1,0,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,5,2,0,1,11,1
2024,2,1,9,24,9,1.0,0.0,1.0,2,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2023,10,1,0,24,9,2.0,0.0,2.0,1,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,2,1,9,24,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,2,1,9,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,2,1,9,17,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,0,0,1,11,1
2024,3,1,20,12,9,1.0,0.0,2.0,9,4,3,0,1,11,1
2024,4,1,3,8,9,1.0,0.0,2.0,5,1,0,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,0,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,3.0,9,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,3.0,8,4,2,0,1,11,1
2023,12,1,24,8,9,1.0,0.0,2.0,9,6,2,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2023,1,1,0,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2023,8,1,40,24,9,2.0,0.0,1.0,2,1,0,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,1.0,5,1,3,1,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2022,7,1,28,8,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,2,1,9,2,9,1.0,0.0,2.0,2,1,3,0,1,11,1
2023,12,1,24,8,9,1.0,0.0,2.0,9,6,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,4,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,2,5,4,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,5,2,0,1,11,1
2024,4,1,3,8,9,2.0,0.0,2.0,4,3,4,0,1,11,1
2024,1,1,0,12,7,1.0,0.0,2.0,5,5,3,0,1,11,1
2024,2,1,9,2,9,1.0,0.0,2.0,1,1,4,0,1,11,1
2024,2,1,9,24,9,2.0,0.0,2.0,3,1,2,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,1.0,2,6,3,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,5,1,4,0,1,11,1
2024,4,1,3,24,9,2.0,0.0,2.0,2,6,2,1,1,11,1
2024,4,1,3,24,9,2.0,0.0,2.0,2,6,2,1,1,11,1
2024,3,1,20,24,9,2.0,0.0,1.0,3,1,3,1,1,11,1
2024,1,1,0,17,9,2.0,0.0,2.0,5,5,4,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,2,0,1,11,1
2024,1,1,0,17,9,1.0,0.0,2.0,3,1,1,0,1,11,1
2023,1,1,0,17,9,2.0,0.0,2.0,6,5,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,1.0,2,1,3,0,1,11,1
2024,4,1,3,17,9,2.0,0.0,2.0,8,5,4,0,1,11,1
2024,3,1,20,8,9,1.0,0.0,2.0,2,1,3,0,1,11,1
2024,1,1,0,3,0,1.0,0.0,2.0,5,1,2,0,1,393,1
2024,3,1,20,8,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,2,1,9,24,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2024,1,1,0,17,9,2.0,0.0,2.0,5,6,3,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,2,1,3,0,1,11,1
2017,7,1,32,8,9,2.0,0.0,2.0,5,6,2,0,1,11,1
2024,4,1,3,17,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,1,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,6,1,2,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,1.0,1,1,2,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,1,4,0,1,11,1
2023,1,1,0,24,9,1.0,0.0,2.0,2,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,2,1,9,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,2,6,1.0,0.0,2.0,5,1,4,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,2,2,3,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,7,5,2,0,1,11,1
2024,3,1,20,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,9,2,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,4,2,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,6,2,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,7,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,3,6,2,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,5,5,3,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,2,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,9,3,4,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,2,1,2,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,2,1,0,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,4,1,3,8,9,1.0,0.0,2.0,9,5,2,0,1,11,1
2024,1,1,0,17,9,1.0,0.0,2.0,7,5,3,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,4,1,3,0,1,11,1
2024,1,1,0,2,6,1.0,0.0,2.0,7,1,3,0,1,11,1
2024,1,1,0,17,5,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,3,1,3,0,1,11,1
2023,12,1,24,12,9,1.0,0.0,2.0,4,1,3,0,1,11,1
2024,3,1,20,17,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,17,10,2.0,0.0,2.0,5,1,3,1,1,11,1
2023,12,1,24,17,10,1.0,0.0,2.0,5,1,0,0,1,11,1
2023,12,1,24,24,9,2.0,0.0,2.0,7,1,2,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,5,5,2,0,1,11,1
2023,12,1,24,24,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2023,12,1,24,24,9,2.0,0.0,1.0,2,1,4,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,4,1,4,0,1,11,1
2023,12,1,24,17,10,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,4,1,3,24,9,1.0,0.0,2.0,2,1,2,0,1,125,1
2024,1,1,0,24,9,1.0,0.0,2.0,2,1,4,0,1,11,1
2024,2,1,9,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,17,10,2.0,0.0,2.0,9,5,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,2,0,1,11,1
2024,3,1,20,8,9,1.0,0.0,2.0,2,1,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,2,6,1.0,0.0,2.0,5,1,4,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,4,1,4,0,1,11,1
2024,4,1,3,24,9,1.0,0.0,2.0,2,1,3,0,1,11,1
2024,4,1,3,24,9,1.0,0.0,2.0,2,1,3,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,3,1,0,0,1,11,1
2023,11,1,31,17,10,1.0,0.0,2.0,3,1,0,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,3,1,4,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,1.0,2,1,3,1,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,3,6,2,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,2,1,2,0,1,11,1
2023,12,1,24,24,9,1.0,0.0,2.0,3,5,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,6,4,0,1,11,1
2024,2,1,9,12,7,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,2,6,1.0,0.0,2.0,5,1,4,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,7,1,4,0,1,11,1
2023,12,1,24,2,6,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,4,1,3,17,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,3,1,20,12,9,1.0,0.0,2.0,5,1,4,0,1,11,1
2023,12,1,24,17,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2023,11,1,31,8,9,2.0,0.0,2.0,9,4,3,0,1,11,1
2024,2,1,9,24,9,1.0,0.0,2.0,7,1,4,0,1,11,1
2024,12,1,24,17,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,1.0,2,1,3,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,9,5,0,0,1,11,1
2024,2,1,9,24,9,2.0,0.0,2.0,3,1,2,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,6,1,4,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,3,2,4,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,5,3,3,0,1,11,1
2024,1,1,0,2,6,1.0,0.0,2.0,5,1,4,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2023,2,27,36,8,9,1.0,0.0,2.0,2,1,0,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,2,0,1,11,1
2023,12,1,24,2,9,1.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,5,4,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,1,1,3,0,1,11,1
2024,1,1,0,8,9,1.0,0.0,2.0,5,1,3,0,1,11,1
2024,3,1,20,24,9,1.0,0.0,2.0,9,5,4,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,2,0,1,11,1
2024,1,1,0,17,9,2.0,0.0,2.0,9,6,2,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,5,1,0,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,5,1,2,0,1,11,1
2024,3,1,20,24,9,2.0,0.0,2.0,4,1,0,0,1,11,1
2023,10,1,0,8,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,12,9,1.0,0.0,2.0,4,1,3,0,1,11,1
2024,2,1,9,24,9,2.0,0.0,2.0,9,5,3,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,9,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,4,0,1,11,1
2024,1,1,0,17,10,2.0,0.0,2.0,7,3,4,0,1,11,1
2024,3,1,20,8,9,2.0,0.0,2.0,2,1,0,0,1,11,1
2024,1,1,0,24,9,1.0,0.0,2.0,4,1,2,0,1,11,1
2024,1,1,0,24,9,2.0,0.0,2.0,4,1,3,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,9,1,2,0,1,11,1
2024,2,1,9,12,9,2.0,0.0,1.0,1,1,4,0,1,11,1
2024,1,1,0,8,9,2.0,0.0,2.0,2,6,2,0,1,11,1
2024,2,1,9,17,9,1.0,0.0,2.0,5,1,3,0,1,11,1
