案发年份_code,案发月份_code,案发日期_code,案发日期敏感度_code,工作大类_code,工作小类_code,相关人性别_code,相关人年龄_code,相关人收入_code,相关人学历_code,相关人通信方式_code,金额损失_code,相关人恢复时间_code,是否报警_code,案发城市经济水平_code,相关人身份_code
2023,12,1,24,11,9,1.0,4.0,2.0,2,6,0,0,0,20,0
2023,5,1,0,8,9,1.0,3.0,2.0,6,6,2,0,0,5,0
2022,9,1,9,2,9,1.0,4.0,2.0,9,6,3,0,0,56,0
2023,3,1,34,8,9,1.0,4.0,1.0,2,6,1,0,0,63,0
2022,10,1,0,20,9,1.0,4.0,1.0,1,6,4,0,0,63,0
2023,1,1,0,24,9,1.0,2.0,2.0,4,6,0,0,0,160,0
2023,2,1,10,24,9,1.0,4.0,2.0,4,6,3,0,0,1,0
2022,12,1,24,20,9,1.0,3.0,1.0,2,6,2,0,0,224,0
2023,5,1,0,20,9,1.0,5.0,1.0,1,6,4,0,0,63,0
2023,2,1,10,8,9,1.0,5.0,2.0,5,1,0,0,0,63,0
2022,3,1,28,8,9,1.0,3.0,2.0,2,6,2,0,0,63,0
2022,11,1,31,8,9,1.0,3.0,2.0,4,6,1,0,0,13,0
2023,5,1,0,20,9,1.0,4.0,2.0,2,6,1,0,0,5,0
2022,7,1,28,12,7,2.0,5.0,2.0,2,6,0,0,0,13,0
2023,3,1,34,8,9,1.0,2.0,2.0,2,1,1,0,0,63,0
2021,1,1,0,8,9,1.0,4.0,1.0,2,6,3,0,0,63,0
2023,9,1,28,20,9,1.0,3.0,1.0,1,6,0,0,0,63,0
2023,3,1,34,8,9,1.0,4.0,1.0,2,6,1,0,0,63,0
2023,12,1,24,20,9,1.0,6.0,1.0,2,6,2,0,0,1,0
2023,10,1,0,8,9,1.0,2.0,2.0,2,6,3,0,0,71,0
2023,6,1,21,8,9,1.0,4.0,2.0,2,6,2,0,0,1,0
2023,4,1,3,8,9,1.0,3.0,2.0,2,6,2,0,0,5,0
2023,2,1,10,8,9,1.0,3.0,2.0,5,1,2,0,0,63,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,3,0,0,36,0
2023,1,1,0,8,9,2.0,5.0,2.0,3,1,2,0,0,1,0
2024,1,1,0,24,9,1.0,3.0,2.0,4,6,2,0,0,255,0
2023,2,1,10,24,9,1.0,3.0,1.0,2,6,1,0,0,160,0
2023,4,1,3,24,9,1.0,2.0,2.0,2,1,3,0,0,202,0
2023,7,1,9,24,9,1.0,2.0,1.0,2,5,1,0,0,202,0
2023,3,1,34,8,9,1.0,4.0,2.0,1,4,0,0,0,76,0
2023,2,1,10,24,9,1.0,3.0,2.0,6,6,2,0,0,190,0
2023,3,1,34,24,9,1.0,3.0,1.0,4,6,1,0,0,202,0
2023,7,24,32,8,9,1.0,2.0,1.0,2,6,2,0,0,202,0
2023,7,1,9,24,9,1.0,2.0,2.0,4,6,4,0,0,1,0
2023,1,1,0,24,9,1.0,3.0,2.0,4,1,3,0,0,202,0
2023,8,1,40,8,9,1.0,3.0,2.0,4,6,3,0,0,202,0
2023,3,1,34,8,9,1.0,4.0,1.0,1,6,1,0,0,76,0
2023,3,1,34,8,9,1.0,6.0,2.0,2,6,0,0,0,183,0
2024,1,1,0,20,9,1.0,4.0,1.0,2,1,1,0,0,255,0
2022,1,1,0,12,9,1.0,4.0,2.0,2,1,3,0,0,202,0
2023,2,1,10,8,9,1.0,4.0,2.0,2,6,4,0,0,63,0
2023,2,1,10,12,9,1.0,4.0,1.0,1,6,3,0,0,38,0
2023,2,6,15,24,9,1.0,3.0,2.0,3,1,1,0,0,169,0
2024,5,1,0,24,9,1.0,3.0,2.0,9,6,2,0,0,1,0
2023,3,1,34,24,9,1.0,4.0,2.0,3,6,1,0,0,5,0
2023,2,1,10,8,9,1.0,4.0,2.0,2,6,1,0,0,94,0
2023,2,1,10,8,9,1.0,3.0,2.0,2,5,1,0,0,202,0
2023,1,1,0,24,9,1.0,5.0,1.0,3,6,0,1,0,36,0
2022,12,1,24,2,9,1.0,4.0,2.0,2,1,0,0,0,116,0
2022,3,1,28,8,9,2.0,4.0,2.0,4,6,4,0,0,63,0
2023,4,1,3,8,9,1.0,4.0,2.0,4,6,4,0,0,25,0
2023,2,1,10,24,9,1.0,3.0,1.0,3,6,3,0,0,63,0
2023,2,1,10,8,9,1.0,3.0,2.0,5,6,4,0,0,25,0
2023,2,1,10,20,9,1.0,4.0,1.0,1,6,3,0,0,65,0
2023,2,1,10,24,9,1.0,4.0,1.0,2,6,3,1,0,13,0
2020,1,1,0,8,9,1.0,4.0,2.0,6,6,1,0,0,63,0
2023,1,1,0,8,9,1.0,3.0,2.0,4,6,2,1,0,151,0
2022,11,1,31,8,9,1.0,4.0,2.0,2,6,3,0,0,65,0
2023,2,1,10,8,9,1.0,3.0,2.0,4,1,2,0,0,140,0
2024,4,1,3,24,9,1.0,5.0,2.0,4,6,3,1,0,54,0
2023,11,1,31,8,9,1.0,5.0,2.0,2,6,3,0,0,15,0
2023,2,1,10,8,9,1.0,3.0,1.0,1,6,2,0,0,36,0
2023,3,1,34,24,9,1.0,3.0,2.0,4,6,2,0,0,5,0
2023,2,1,10,20,9,1.0,4.0,2.0,2,1,2,0,0,94,0
2023,3,1,34,24,9,1.0,3.0,3.0,2,0,2,0,0,65,0
2023,3,1,34,8,9,1.0,8.0,2.0,4,6,2,0,0,191,0
2020,6,1,24,17,9,1.0,3.0,2.0,9,6,0,0,0,45,0
2023,2,1,10,8,9,1.0,3.0,1.0,1,6,2,0,0,36,0
2023,3,1,34,8,9,1.0,3.0,2.0,5,1,0,0,0,73,0
2023,2,1,10,24,9,1.0,4.0,2.0,4,1,0,0,0,66,0
2023,2,1,10,20,7,1.0,4.0,2.0,2,1,2,0,0,69,0
2023,4,1,3,8,9,1.0,2.0,2.0,2,6,2,1,0,5,0
2023,2,1,10,12,9,1.0,4.0,2.0,2,6,2,0,0,38,0
2023,2,1,10,24,9,1.0,3.0,2.0,4,6,2,0,0,275,0
2022,11,1,31,12,9,1.0,3.0,2.0,2,6,1,0,0,65,0
2023,4,1,3,8,9,2.0,4.0,2.0,2,6,3,0,0,1,0
2023,1,1,0,8,9,1.0,3.0,2.0,2,1,3,0,0,1,0
2023,3,1,34,24,9,1.0,3.0,2.0,4,6,2,0,0,5,0
2022,11,1,31,8,9,2.0,4.0,2.0,2,1,2,0,0,146,0
2023,5,1,0,24,9,1.0,2.0,2.0,9,6,3,1,0,202,0
2023,11,1,31,24,9,1.0,4.0,1.0,4,6,3,1,0,1,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,1,3,0,0,202,0
2023,12,1,24,8,9,1.0,3.0,1.0,2,6,4,0,0,202,0
2023,2,1,10,8,9,1.0,4.0,2.0,3,1,3,0,0,1,0
2023,2,1,10,8,9,2.0,4.0,1.0,2,6,3,0,0,175,0
2023,3,1,34,12,8,1.0,5.0,1.0,2,6,0,0,0,29,0
2023,2,1,10,8,9,1.0,3.0,2.0,2,6,2,0,0,151,0
2023,4,1,3,20,9,1.0,6.0,1.0,1,6,4,0,0,118,0
2022,11,1,31,8,9,1.0,3.0,2.0,2,1,3,0,0,38,0
2023,2,1,10,24,9,1.0,4.0,2.0,2,1,2,0,0,1,0
2023,2,1,10,8,9,1.0,4.0,2.0,2,1,1,0,0,25,0
2024,4,1,3,24,9,2.0,3.0,1.0,3,1,2,1,0,60,0
2022,7,1,28,12,5,1.0,3.0,1.0,2,6,3,0,0,195,0
2023,4,1,3,12,9,1.0,4.0,1.0,2,0,3,0,0,202,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,6,0,0,0,1,0
2023,2,1,10,20,9,2.0,3.0,2.0,3,6,0,0,0,51,0
2023,1,1,0,8,9,1.0,3.0,1.0,9,2,2,0,0,202,0
2023,2,1,10,24,9,1.0,4.0,2.0,3,1,3,0,0,202,0
2023,2,1,10,8,9,1.0,3.0,2.0,5,2,0,0,0,202,0
2023,3,1,34,24,9,1.0,4.0,2.0,2,6,0,0,0,84,0
2023,1,1,0,24,9,1.0,4.0,2.0,9,6,4,0,0,104,0
2022,1,1,0,8,9,1.0,3.0,2.0,2,6,3,1,0,255,0
2023,5,1,0,24,9,1.0,3.0,2.0,2,6,1,0,0,1,0
2022,12,1,24,20,9,1.0,6.0,2.0,2,6,2,0,0,202,0
2023,7,24,32,8,9,1.0,2.0,1.0,2,6,4,0,0,202,0
2023,2,1,10,24,9,1.0,4.0,2.0,5,6,3,0,0,1,0
2023,5,1,0,12,9,1.0,3.0,1.0,1,5,2,0,0,36,0
2023,2,1,10,8,9,2.0,4.0,2.0,9,4,0,0,0,122,0
2023,2,1,10,8,9,1.0,4.0,1.0,1,6,4,0,0,45,0
2023,2,1,10,8,9,1.0,3.0,2.0,6,1,2,0,0,43,0
2023,4,1,3,24,9,1.0,2.0,2.0,9,6,2,0,0,38,0
2022,11,1,31,12,9,1.0,4.0,1.0,2,6,2,0,0,13,0
2023,2,1,10,12,9,1.0,3.0,1.0,2,6,1,0,0,116,0
2023,2,1,10,24,9,1.0,4.0,2.0,2,6,0,0,0,13,0
2023,2,1,10,8,9,2.0,4.0,2.0,9,6,3,0,0,122,0
2023,3,1,34,8,9,1.0,3.0,2.0,4,6,1,0,0,2,0
2023,3,1,34,24,9,1.0,3.0,2.0,1,6,3,0,0,1,0
2023,5,1,0,12,9,1.0,3.0,2.0,6,6,2,0,0,11,0
2023,2,1,10,8,9,2.0,3.0,2.0,3,6,2,0,0,2,0
2023,2,1,10,12,7,1.0,3.0,2.0,2,6,3,0,0,116,0
2023,2,1,10,8,9,1.0,4.0,2.0,1,6,1,1,0,15,0
2023,2,1,10,8,9,1.0,4.0,2.0,2,6,1,0,0,362,0
2022,1,1,0,8,9,1.0,3.0,2.0,3,1,2,0,0,18,0
2023,4,1,3,24,9,1.0,4.0,2.0,2,6,3,0,0,27,0
2023,1,1,0,24,9,1.0,4.0,1.0,2,6,3,1,0,5,0
2024,4,1,3,8,9,2.0,4.0,2.0,3,6,3,0,0,63,0
2023,6,1,21,24,9,1.0,3.0,2.0,1,5,3,1,0,63,0
2023,2,1,10,8,9,2.0,3.0,2.0,3,6,0,0,0,63,0
2022,3,1,28,8,9,2.0,4.0,2.0,4,6,1,1,0,63,0
2023,1,1,0,8,9,1.0,5.0,2.0,2,6,2,0,0,1,0
2023,6,1,21,8,9,1.0,4.0,2.0,4,6,3,0,0,63,0
2023,1,1,0,8,9,1.0,4.0,1.0,1,6,0,0,0,191,0
2022,10,1,0,20,9,1.0,6.0,1.0,2,6,3,0,0,63,0
2022,10,1,0,8,9,1.0,3.0,2.0,2,6,1,0,0,65,0
2023,2,1,10,8,9,1.0,4.0,1.0,2,6,1,0,0,362,0
2023,1,1,0,24,9,1.0,3.0,1.0,1,6,2,0,0,13,0
2023,4,1,3,24,9,1.0,4.0,2.0,2,6,2,0,0,25,0
2024,7,1,21,24,9,1.0,3.0,2.0,5,6,0,0,0,4,0
2022,12,1,24,24,9,1.0,4.0,2.0,2,1,3,0,0,4,0
2023,1,1,0,24,9,1.0,2.0,1.0,2,1,2,1,0,63,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,2,0,0,63,0
2023,7,1,9,24,9,2.0,6.0,1.0,1,6,3,1,0,63,0
2023,8,1,40,24,9,1.0,3.0,1.0,2,6,2,0,0,63,0
2023,1,1,0,8,9,1.0,4.0,1.0,1,6,2,0,0,5,0
2023,1,1,0,8,9,1.0,3.0,2.0,2,6,2,0,0,89,0
2023,4,1,3,24,9,1.0,3.0,2.0,4,6,3,0,0,1,0
2023,9,1,28,24,9,1.0,4.0,2.0,2,4,2,0,0,63,0
2023,2,1,10,8,9,1.0,4.0,2.0,2,6,0,1,0,5,0
2023,4,1,3,24,9,1.0,3.0,2.0,2,6,1,0,0,9,0
2023,4,1,3,24,9,1.0,4.0,2.0,1,6,3,0,0,63,0
2023,3,1,34,24,9,1.0,4.0,2.0,2,6,0,1,0,63,0
2023,1,1,0,8,9,1.0,3.0,2.0,2,1,2,0,0,20,0
2023,2,1,10,24,9,1.0,5.0,2.0,2,6,2,0,0,9,0
2022,12,1,24,24,9,1.0,3.0,2.0,2,1,3,0,0,1,0
2022,12,1,24,12,9,1.0,4.0,1.0,2,6,2,0,0,43,0
2023,1,1,0,8,9,1.0,4.0,1.0,2,6,3,0,0,66,0
2023,12,1,24,24,9,1.0,4.0,2.0,2,6,0,0,0,63,0
2023,11,1,31,24,9,2.0,5.0,2.0,3,6,0,0,0,63,0
2023,1,1,0,8,9,1.0,3.0,2.0,5,5,2,0,0,13,0
2023,2,1,10,24,9,1.0,3.0,1.0,9,6,0,0,0,2,0
2023,5,1,0,8,9,1.0,4.0,2.0,4,5,2,0,0,255,0
2023,3,1,34,8,9,1.0,3.0,2.0,4,6,2,0,0,63,0
2023,3,1,34,2,9,1.0,5.0,2.0,1,6,0,0,0,116,0
2023,2,1,10,24,9,1.0,4.0,2.0,6,1,0,0,0,5,0
2023,3,1,34,12,9,1.0,4.0,2.0,1,6,4,0,0,2,0
2023,2,1,10,24,9,1.0,3.0,1.0,2,1,0,0,0,84,0
2023,7,1,9,12,9,1.0,6.0,2.0,2,6,0,0,0,9,0
2023,12,1,24,8,9,1.0,3.0,1.0,2,6,1,0,0,259,0
2023,3,1,34,24,9,1.0,4.0,2.0,1,6,2,0,0,2,0
2023,2,1,10,24,9,1.0,2.0,1.0,2,6,3,1,0,116,0
2022,7,1,28,8,9,1.0,2.0,2.0,4,6,2,0,0,195,0
2022,10,1,0,8,9,1.0,4.0,2.0,3,6,0,0,0,229,0
2023,6,1,21,8,9,1.0,3.0,2.0,4,6,0,0,0,28,0
2023,5,1,0,20,9,1.0,5.0,1.0,1,6,4,0,0,76,0
2023,12,1,24,11,9,1.0,4.0,2.0,2,6,0,0,0,20,0
2022,5,1,0,8,9,1.0,4.0,2.0,2,4,3,0,0,200,0
2023,2,1,10,8,9,1.0,4.0,2.0,5,6,2,1,0,18,0
2023,1,1,0,24,9,2.0,5.0,1.0,2,1,2,0,0,116,0
2022,1,1,0,8,9,1.0,3.0,2.0,4,6,0,0,0,65,0
2023,2,1,10,8,9,1.0,3.0,1.0,1,6,4,0,0,51,0
2023,2,1,10,8,9,1.0,4.0,2.0,4,6,4,0,0,25,0
2023,4,1,3,8,9,2.0,4.0,2.0,4,6,3,0,0,208,0
2024,6,1,9,20,9,1.0,6.0,1.0,2,6,4,0,0,116,0
2022,5,1,0,8,9,1.0,3.0,2.0,2,6,0,0,0,5,0
2023,1,1,0,24,9,1.0,2.0,2.0,2,6,1,0,0,36,0
2023,2,1,10,8,9,1.0,3.0,2.0,2,6,2,0,0,1,0
2022,4,1,3,24,9,1.0,7.0,2.0,6,1,1,0,0,169,0
2022,3,1,28,24,9,1.0,4.0,2.0,2,1,1,0,0,5,0
2023,3,1,34,24,9,1.0,2.0,2.0,4,6,1,0,0,147,0
2023,4,1,3,8,9,1.0,4.0,1.0,1,6,1,0,0,43,0
2023,3,1,34,8,9,1.0,3.0,2.0,4,6,2,0,0,40,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,2,0,0,63,0
2024,3,1,20,8,9,1.0,6.0,2.0,2,6,3,0,0,45,0
2023,3,1,34,8,9,2.0,3.0,2.0,5,4,0,0,0,63,0
2023,3,1,34,24,9,1.0,6.0,1.0,1,6,0,1,0,175,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,6,0,0,0,1,0
2023,3,1,34,8,9,1.0,3.0,2.0,6,1,0,0,0,38,0
2023,3,1,34,24,9,1.0,3.0,1.0,9,6,3,1,0,5,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,1,0,0,0,11,0
2023,1,1,0,24,9,1.0,4.0,1.0,2,6,2,0,0,5,0
2023,3,1,34,24,9,1.0,3.0,2.0,9,6,2,0,0,224,0
2023,3,1,34,24,9,1.0,5.0,1.0,9,4,2,2,0,5,0
2024,6,1,9,24,9,1.0,2.0,1.0,1,6,1,1,0,63,0
2023,3,1,34,24,9,1.0,2.0,2.0,9,6,2,0,0,32,0
2024,6,1,9,8,9,1.0,4.0,2.0,5,6,2,0,0,45,0
2023,2,1,10,24,9,1.0,3.0,1.0,2,6,1,0,0,5,0
2023,3,1,34,8,9,1.0,3.0,2.0,6,1,2,0,0,38,0
2023,3,1,34,24,9,1.0,2.0,2.0,4,6,1,0,0,151,0
2023,3,1,34,24,9,1.0,4.0,2.0,2,6,0,0,0,134,0
2022,11,1,31,24,9,1.0,2.0,1.0,2,1,0,0,0,63,0
2016,1,1,0,24,9,1.0,5.0,1.0,2,6,0,0,0,1,0
2023,10,1,0,8,9,1.0,6.0,2.0,2,6,3,0,0,1,0
2023,8,1,40,24,9,1.0,4.0,2.0,2,6,2,1,0,202,0
2022,12,1,24,20,9,1.0,6.0,1.0,1,4,0,0,0,183,0
2023,3,1,34,8,9,1.0,4.0,1.0,1,6,1,0,0,151,0
2023,2,1,10,8,9,1.0,3.0,2.0,2,6,2,0,0,94,0
2023,4,1,3,20,9,1.0,6.0,1.0,1,6,4,0,0,94,0
2023,2,1,10,8,9,1.0,4.0,1.0,2,1,1,0,0,25,0
2023,5,1,0,24,9,1.0,3.0,1.0,1,6,0,0,0,202,0
2023,5,1,0,24,9,1.0,2.0,1.0,2,6,2,0,0,202,0
2023,11,1,31,8,9,1.0,3.0,2.0,2,6,0,1,0,202,0
2023,3,1,34,2,9,1.0,4.0,2.0,5,1,0,0,0,5,0
2023,7,1,9,24,9,1.0,3.0,1.0,4,6,1,1,0,36,0
2016,1,1,0,8,9,1.0,5.0,2.0,2,6,0,0,0,1,0
2020,1,1,0,24,9,1.0,3.0,1.0,4,1,1,0,0,94,0
2023,2,1,10,24,9,1.0,3.0,1.0,2,6,1,1,0,160,0
2023,9,1,28,24,9,2.0,4.0,1.0,2,6,3,1,0,64,0
2022,9,1,9,8,9,1.0,3.0,1.0,4,6,3,1,0,1,0
2023,10,1,0,12,9,1.0,4.0,2.0,4,1,0,0,0,202,0
2023,5,1,0,8,9,1.0,3.0,2.0,2,6,2,0,0,20,0
2023,2,1,10,12,9,1.0,3.0,1.0,2,6,1,0,0,94,0
2021,1,1,0,24,9,2.0,4.0,2.0,6,6,0,0,0,183,0
2023,5,1,0,8,9,1.0,2.0,1.0,4,6,2,0,0,63,0
2023,3,1,34,24,9,1.0,3.0,1.0,2,6,3,0,0,1,0
2023,3,1,34,2,9,1.0,4.0,2.0,2,1,2,0,0,64,0
2023,4,1,3,24,9,1.0,4.0,2.0,2,6,2,0,0,24,0
2023,4,1,3,8,9,1.0,4.0,2.0,9,6,3,0,0,25,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,6,1,0,0,36,0
2023,3,1,34,8,9,1.0,5.0,1.0,1,0,2,0,0,53,0
2023,3,1,34,8,9,1.0,3.0,2.0,4,6,1,0,0,69,0
2023,2,1,10,24,9,1.0,3.0,1.0,9,6,0,0,0,2,0
2023,10,1,0,8,9,1.0,4.0,2.0,1,6,3,0,0,20,0
2023,3,1,34,24,9,1.0,3.0,1.0,2,4,2,0,0,11,0
2023,3,1,34,8,9,1.0,3.0,2.0,6,1,2,0,0,5,0
2023,3,1,34,3,9,1.0,2.0,2.0,6,6,3,0,0,25,0
2023,5,1,0,8,9,1.0,4.0,2.0,6,6,1,0,0,40,0
2023,4,1,3,24,9,2.0,5.0,1.0,3,1,0,0,0,5,0
2023,6,1,21,8,9,2.0,5.0,1.0,1,6,2,0,0,5,0
2023,3,24,11,8,9,1.0,3.0,2.0,4,6,2,0,0,11,0
2023,3,24,11,8,9,1.0,3.0,2.0,4,6,2,0,0,11,0
2023,4,1,3,24,9,2.0,5.0,1.0,1,1,0,0,0,63,0
2023,4,1,3,24,9,1.0,3.0,2.0,9,1,2,0,0,160,0
2023,3,1,34,24,9,1.0,3.0,2.0,2,6,1,0,0,252,0
2023,3,1,34,24,9,1.0,3.0,1.0,2,5,2,0,0,151,0
2023,3,1,34,8,9,1.0,4.0,1.0,1,1,2,0,0,53,0
2023,9,1,28,8,9,1.0,3.0,2.0,2,3,0,0,0,63,0
2023,3,1,34,24,9,1.0,3.0,1.0,2,6,1,0,0,151,0
2023,3,1,34,24,9,1.0,3.0,2.0,9,6,3,0,0,208,0
2023,2,1,10,8,9,1.0,3.0,2.0,2,6,0,0,0,71,0
2023,10,1,0,24,9,1.0,3.0,1.0,2,1,1,0,0,43,0
2023,3,1,34,20,9,1.0,4.0,2.0,5,6,2,0,0,73,0
2023,3,1,34,24,9,1.0,5.0,1.0,2,6,3,1,0,32,0
2022,10,1,0,8,9,1.0,3.0,1.0,2,6,0,0,0,13,0
2023,2,1,10,8,9,1.0,5.0,2.0,2,1,0,0,0,5,0
2023,4,1,3,24,9,1.0,2.0,1.0,2,6,2,1,0,325,0
2023,2,1,10,24,9,1.0,3.0,1.0,2,6,3,1,0,13,0
2023,2,1,10,8,9,1.0,3.0,2.0,4,1,1,0,0,36,0
2023,2,1,10,8,9,1.0,4.0,1.0,1,6,1,0,0,44,0
2023,2,1,10,24,9,1.0,4.0,2.0,2,6,0,0,0,13,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,2,0,0,63,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,2,0,0,47,0
2022,4,1,3,17,10,1.0,2.0,2.0,6,6,2,0,0,63,0
2023,3,1,34,24,9,1.0,2.0,1.0,3,6,1,0,0,63,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,1,2,0,0,45,0
2023,2,1,10,8,9,1.0,4.0,1.0,3,1,1,0,0,32,0
2023,5,1,0,8,9,1.0,4.0,2.0,4,5,2,0,0,255,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,5,1,0,0,202,0
2022,3,1,28,8,9,1.0,3.0,2.0,2,6,2,0,0,63,0
2023,3,1,34,20,9,1.0,6.0,1.0,1,6,1,0,0,104,0
2023,2,1,10,12,9,1.0,3.0,2.0,6,1,0,0,0,11,0
2021,2,1,11,8,9,2.0,3.0,2.0,2,1,0,0,0,94,0
2023,2,1,10,24,9,1.0,3.0,2.0,3,6,0,0,0,13,0
2023,2,1,10,24,9,1.0,2.0,1.0,2,6,2,0,0,5,0
2023,2,1,10,8,9,1.0,3.0,1.0,1,6,2,0,0,36,0
2022,7,1,28,24,9,1.0,2.0,1.0,4,1,2,0,0,195,0
2023,2,1,10,8,9,1.0,4.0,2.0,4,4,2,0,0,13,0
2023,3,1,34,24,9,1.0,2.0,1.0,3,6,1,1,0,63,0
2023,7,1,9,24,9,1.0,3.0,2.0,2,1,2,0,0,45,0
2023,3,1,34,8,9,1.0,3.0,2.0,2,6,0,0,0,116,0
2022,3,1,28,8,9,1.0,3.0,2.0,2,6,2,0,0,63,0
2023,2,1,10,24,9,1.0,3.0,2.0,2,0,0,0,0,25,0
2020,1,1,0,24,9,1.0,3.0,1.0,1,6,1,1,0,63,0
2021,12,1,24,8,9,1.0,3.0,2.0,4,6,3,1,0,63,0
2020,1,1,0,8,9,1.0,3.0,2.0,2,6,0,0,0,63,0
2023,7,1,9,24,9,1.0,3.0,2.0,2,1,1,0,0,89,0
2023,11,1,31,24,9,2.0,5.0,2.0,3,6,0,0,0,63,0
2023,7,1,9,8,9,2.0,6.0,1.0,1,6,3,0,0,63,0
2023,8,1,40,24,9,2.0,3.0,1.0,3,6,2,0,0,63,0
2023,5,1,0,24,9,2.0,3.0,1.0,1,1,0,0,0,63,0
2022,10,1,0,20,9,1.0,4.0,1.0,1,6,4,0,0,63,0
2023,7,1,9,24,9,2.0,6.0,1.0,1,6,3,1,0,63,0
2023,7,1,9,8,8,1.0,4.0,2.0,2,1,3,0,0,63,0
2023,1,1,0,8,9,1.0,4.0,2.0,1,6,0,0,0,36,0
2023,1,1,0,12,9,1.0,3.0,2.0,2,6,1,0,0,122,0
2023,5,1,0,24,9,1.0,3.0,2.0,9,6,2,0,0,200,0
2023,2,1,10,17,9,1.0,5.0,2.0,6,6,0,0,0,45,0
2021,7,1,17,8,9,1.0,3.0,2.0,4,6,2,0,0,94,0
2023,5,1,0,8,9,1.0,4.0,2.0,2,6,3,1,0,43,0
2023,2,1,10,24,9,1.0,4.0,1.0,2,6,0,0,0,13,0
2023,10,1,0,8,9,2.0,3.0,2.0,2,6,2,0,0,63,0
2022,6,1,2,24,9,2.0,4.0,1.0,2,6,0,0,0,63,0
2023,2,1,10,8,9,1.0,4.0,2.0,4,6,2,0,0,1,0
2022,1,1,0,8,9,1.0,3.0,2.0,2,6,2,0,0,5,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,1,0,0,0,5,0
2022,11,1,31,8,9,1.0,2.0,1.0,2,1,1,0,0,224,0
2023,3,1,34,24,9,1.0,3.0,1.0,4,1,3,0,0,5,0
2023,3,1,34,8,9,1.0,4.0,1.0,2,6,1,0,0,63,0
2023,1,1,0,24,9,1.0,2.0,2.0,4,6,0,0,0,160,0
2022,11,1,31,8,9,1.0,3.0,2.0,2,6,1,0,0,187,0
2022,12,1,24,8,9,2.0,3.0,2.0,2,1,0,0,0,255,0
2022,12,1,24,24,10,2.0,3.0,2.0,2,1,0,0,0,255,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,3,0,0,36,0
2023,2,1,10,24,9,2.0,4.0,2.0,1,6,3,0,0,1,0
2023,7,1,9,8,9,1.0,2.0,2.0,4,6,3,0,0,202,0
2023,3,1,34,24,9,2.0,5.0,2.0,9,1,2,0,0,2,0
2023,4,1,3,20,9,1.0,3.0,2.0,2,1,2,0,0,1,0
2022,10,1,0,24,9,1.0,4.0,2.0,5,6,0,0,0,2,0
2023,2,1,10,12,9,1.0,4.0,2.0,2,6,0,0,0,122,0
2023,3,1,34,24,9,1.0,3.0,1.0,1,6,2,1,0,27,0
2022,1,1,0,24,9,1.0,2.0,2.0,4,6,1,1,0,255,0
2023,9,1,28,24,9,1.0,3.0,2.0,2,6,4,0,0,202,0
2024,5,1,0,12,7,2.0,3.0,1.0,5,1,2,0,0,51,0
2023,2,1,10,24,9,2.0,4.0,1.0,10,4,1,0,0,2,0
2020,6,1,24,8,9,1.0,3.0,2.0,2,6,2,0,0,94,0
2023,11,1,31,8,9,1.0,4.0,2.0,4,1,3,0,0,5,0
2022,3,1,28,8,9,1.0,4.0,2.0,2,6,0,0,0,94,0
2023,1,1,0,24,9,2.0,3.0,2.0,3,5,1,0,0,60,0
2022,8,1,40,8,9,2.0,3.0,2.0,2,1,0,0,0,200,0
2023,2,1,10,24,9,1.0,3.0,1.0,2,6,1,0,0,5,0
2024,4,1,3,8,9,1.0,3.0,2.0,3,6,3,0,0,195,0
2022,2,1,0,8,9,1.0,4.0,2.0,2,3,0,0,0,312,0
2023,1,1,0,24,9,1.0,3.0,2.0,2,6,3,1,0,1,0
2023,6,1,21,24,9,1.0,4.0,1.0,2,6,0,0,0,64,0
2023,12,1,24,24,9,1.0,5.0,1.0,1,6,2,0,0,1,0
2023,6,1,21,24,9,1.0,2.0,2.0,2,6,2,0,0,1,0
2023,3,1,34,8,9,1.0,5.0,2.0,3,6,2,0,0,202,0
2023,2,1,10,8,9,1.0,3.0,2.0,4,6,2,0,0,116,0
2023,1,1,0,20,9,1.0,3.0,2.0,2,1,2,0,0,202,0
2023,1,1,0,8,9,1.0,3.0,2.0,4,6,1,0,0,63,0
2023,2,1,10,24,9,1.0,3.0,2.0,2,1,1,0,0,195,0
2023,2,1,10,8,9,1.0,3.0,2.0,4,6,0,1,0,63,0
2023,11,1,31,8,9,1.0,3.0,2.0,2,6,0,1,0,202,0
2023,1,1,0,8,9,1.0,6.0,2.0,1,1,0,0,0,4,0
2023,4,1,3,24,9,1.0,3.0,2.0,9,6,3,0,0,65,0
2023,11,1,31,8,9,1.0,2.0,1.0,2,6,3,0,0,1,0
